"judge","crtpoint","numjudge","circuit","state","statdist","month","year","libcon","apyear","party","gender","race","dem_appointed","admin"
10088,234,2,10,16,161,4,1992,1,1991,0,1,1,0,0
3123,223,4,3,30,301,6,1991,1,1979,1,0,2,1,0
6103,118,1,6,22,222,9,1990,1,1979,1,1,1,1,0
6103,118,1,6,22,222,11,1991,1,1979,1,1,1,1,0
9209,33,2,9,12,121,4,1992,0,1981,0,1,1,0,0
3139,173,19,3,38,381,4,1992,1,1985,0,1,1,0,0
5245,114,3,5,24,242,4,1992,0,1985,0,1,2,0,0
11039,135,2,11,10,102,2,1992,1,1972,0,1,1,0,0
3154,236,1,3,38,382,12,1990,1,1990,0,1,1,0,0
7075,69,1,7,13,133,11,1991,0,1978,1,1,1,1,0
8106,92,1,8,4,42,4,1992,1,1981,0,1,1,0,0
9171,189,5,9,5,53,4,1992,1,1979,1,1,1,1,0
10087,119,2,10,16,161,4,1992,1,1991,0,1,1,0,0
1034,34,9,1,21,211,6,1992,0,1972,0,1,1,0,0
3159,152,8,3,30,301,4,1992,0,1991,0,1,1,0,0
3146,223,4,3,30,301,3,1992,1,1988,0,1,1,0,0
4042,82,1,4,48,481,6,1992,1,1965,1,1,1,1,0
9056,131,21,9,5,54,5,1992,1,1966,1,1,1,1,0
1030,178,3,1,39,391,5,1990,1,1966,1,1,1,1,0
3164,175,7,3,38,383,3,1992,1,1991,0,1,2,0,0
88052,230,12,88,55,551,4,1992,0,1985,0,1,1,0,0
6103,118,1,6,22,222,6,1992,0,1979,1,1,1,1,0
9222,292,1,9,29,291,1,1991,0,1985,0,1,1,0,0
10006,7,1,10,31,311,7,1992,1,1964,1,1,1,1,0
5235,111,9,5,43,432,3,1992,1,1986,0,1,1,0,0
2156,186,2,2,32,324,9,1992,0,1987,0,1,1,0,0
3101,44,4,3,30,301,8,1992,1,1975,0,1,1,0,0
7091,105,2,7,14,141,6,1992,1,1982,0,1,1,0,0
10075,190,5,10,44,441,9,1992,1,1985,0,1,1,0,0
3127,106,2,3,38,382,9,1992,0,1982,0,1,1,0,0
6103,118,1,6,22,222,7,1992,1,1979,1,1,1,1,0
11072,146,3,11,1,13,9,1992,0,1988,0,1,1,0,0
11039,135,2,11,10,102,10,1992,1,1972,0,1,1,0,0
2111,159,21,2,32,322,10,1992,1,1976,1,1,1,0,0
3154,236,1,3,38,382,9,1992,0,1990,0,1,1,0,0
4088,21,7,4,20,201,12,1991,0,1979,1,1,2,1,0
5243,111,9,5,43,432,8,1992,1,1988,0,1,1,0,0
6109,168,1,6,17,172,8,1992,1,1977,1,1,1,1,0
6097,59,5,6,35,351,9,1992,1,1980,1,0,1,1,0
10079,72,7,10,6,61,9,1992,1,1990,0,1,1,0,0
6137,74,11,6,22,221,11,1992,0,1986,0,1,1,0,0
9165,177,4,9,37,371,10,1992,0,1980,1,0,1,1,0
10076,7,4,10,31,311,6,1992,1,1987,0,1,1,0,0
2145,6,1,2,32,321,10,1992,0,1986,0,1,1,0,0
2021,159,21,2,32,322,9,1992,0,1972,1,1,2,0,0
9167,98,1,9,26,261,7,1992,1,1979,1,1,1,1,0
10064,72,7,10,6,61,2,1992,0,1979,1,0,1,1,0
2165,41,1,2,45,451,10,1992,0,1990,0,1,1,0,0
7016,27,1,7,13,133,10,1992,0,1970,0,1,1,0,0
9089,174,5,9,3,31,7,1992,1,1964,1,1,1,1,0
9089,174,5,9,3,31,7,1992,1,1964,1,1,1,1,0
3169,237,4,3,8,81,9,1992,0,1991,0,0,1,0,0
6097,59,5,6,35,351,7,1992,1,1980,1,0,1,1,0
11005,17,1,11,10,103,7,1992,0,1979,1,1,1,1,0
8125,214,2,8,23,231,9,1992,1,1992,0,1,1,0,0
11039,135,2,11,10,102,12,1992,1,1972,0,1,1,0,0
2141,186,2,2,32,324,12,1992,0,1982,0,1,1,0,0
9147,33,1,9,12,121,6,1992,0,1976,0,1,1,0,0
10001,190,5,10,44,441,1,1993,0,1971,0,1,1,0,0
2114,159,21,2,32,322,1,1993,1,1976,0,1,1,0,0
3111,152,10,3,30,301,1,1993,0,1980,1,1,1,1,0
3152,152,10,3,30,301,2,1993,1,1988,0,1,1,0,0
3103,175,6,3,38,383,2,1993,1,1976,0,1,1,0,0
5261,18,2,5,43,434,2,1993,1,1991,1,1,1,0,0
3128,173,21,3,38,381,2,1993,1,1983,0,1,1,0,0
10016,72,7,10,6,61,12,1992,0,1971,0,1,1,0,0
10016,72,7,10,6,61,1,1993,0,1971,0,1,1,0,0
6122,100,1,6,42,421,2,1992,1,1983,0,1,1,0,0
6122,100,1,6,42,421,12,1992,1,1983,0,1,1,0,0
88048,230,13,88,55,551,2,1993,1,1977,1,1,1,1,0
10057,72,7,10,6,61,1,1993,1,1979,1,1,1,1,0
10072,7,4,10,31,311,12,1992,1,1986,0,1,1,0,0
3130,236,4,3,8,81,2,1993,0,1984,0,1,1,0,0
3144,173,21,3,38,381,12,1992,1,1988,0,1,2,0,0
5252,252,1,5,43,432,3,1993,1,1990,0,1,1,0,0
3163,173,21,3,38,381,3,1993,1,1992,0,1,2,0,0
3022,271,1,3,30,301,3,1993,1,1970,0,1,1,0,0
11074,115,3,11,9,92,4,1993,1,1991,0,1,1,0,0
3105,44,4,3,30,301,3,1993,1,1975,1,1,1,0,0
11054,171,2,11,9,91,3,1993,1,1983,0,1,1,0,0
4124,33,1,4,46,462,3,1993,1,1990,0,1,1,0,0
8102,213,6,8,25,253,4,1993,0,1983,0,1,1,0,0
9246,193,10,9,5,51,4,1993,0,1989,0,1,1,0,0
9257,192,6,9,5,52,10,1992,1,1992,0,0,3,0,0
9257,192,6,9,5,52,12,1992,0,1992,0,0,3,0,0
9083,199,5,9,47,472,3,1993,0,1971,1,1,1,0,0
6110,88,1,6,22,221,3,1993,0,1979,1,1,1,1,0
11005,17,1,11,10,103,4,1993,0,1979,1,1,1,1,0
88046,230,11,88,55,551,4,1993,0,1978,1,1,1,1,0
9230,193,10,9,5,51,1,1992,1,1984,0,1,1,0,0
4114,9,3,4,46,461,5,1993,1,1987,0,1,1,0,0
5219,266,1,5,24,241,2,1993,1,1984,1,1,1,0,0
7077,263,1,7,14,142,9,1991,1,1979,1,1,1,1,0
7077,263,1,7,14,142,3,1993,1,1979,1,1,1,1,0
9223,206,4,9,47,471,4,1993,0,1985,0,1,1,0,0
8095,73,3,8,15,152,5,1993,1,1979,1,1,1,1,0
9131,193,10,9,5,51,4,1993,1,1962,0,1,1,1,0
9219,193,10,9,5,51,7,1992,0,1986,1,1,1,0,0
9219,193,10,9,5,51,10,1992,0,1986,1,1,1,0,0
11075,15,7,11,10,101,3,1993,1,1992,0,0,1,0,0
11005,17,1,11,10,103,5,1993,1,1979,1,1,1,1,0
3172,44,4,3,30,301,4,1993,1,1992,3,1,1,0,0
9196,110,3,9,11,111,4,1993,1,1982,0,1,4,0,0
11030,218,3,11,9,92,5,1993,0,1982,0,0,1,0,0
88033,230,10,88,55,551,7,1993,1,1971,0,1,1,0,0
2124,155,2,2,7,71,3,1993,1,1979,0,1,1,1,0
3105,44,4,3,30,301,12,1992,1,1975,1,1,1,0,0
3163,173,20,3,38,381,5,1993,1,1992,0,1,2,0,0
5199,289,2,5,43,433,5,1993,1,1979,1,1,1,1,0
4113,184,1,4,46,461,1,1993,1,1986,3,1,2,0,0
2145,6,1,2,32,321,4,1993,0,1986,0,1,1,0,0
8108,181,1,8,41,411,3,1993,0,1985,0,1,1,0,0
10057,72,7,10,6,61,6,1993,1,1979,1,1,1,1,0
2164,40,2,2,32,324,3,1993,1,1990,0,1,1,0,0
3173,173,20,3,38,381,5,1993,0,1991,0,1,1,0,0
3102,247,1,3,38,381,3,1993,0,1975,0,1,1,0,0
10057,72,7,10,6,61,2,1993,1,1979,1,1,1,1,0
5072,226,2,5,43,433,6,1993,1,1968,1,1,1,1,0
6137,74,11,6,22,221,6,1993,0,1986,0,1,1,0,0
7113,55,18,7,13,131,12,1991,1,1988,0,0,1,0,0
9222,292,1,9,29,291,12,1992,0,1985,0,1,1,0,0
9222,292,1,9,29,291,5,1993,1,1985,0,1,1,0,0
6158,132,3,6,17,172,7,1993,0,1992,0,1,1,0,0
1061,195,7,1,51,511,6,1993,1,1985,0,1,3,0,0
9213,174,5,9,3,31,9,1992,1,1985,0,1,1,0,0
9209,33,1,9,12,121,6,1993,1,1981,0,1,1,0,0
1030,178,2,1,39,391,5,1993,1,1966,1,1,1,1,0
6103,118,1,6,22,222,6,1993,1,1979,1,1,1,1,0
9223,206,1,9,47,471,5,1993,1,1985,0,1,1,0,0
88050,230,10,88,55,551,7,1993,1,1983,0,1,1,0,0
1039,178,2,1,39,391,7,1993,0,1982,0,1,1,0,0
2149,294,1,2,32,321,7,1993,1,1986,0,1,1,0,0
3136,237,4,3,8,81,5,1993,1,1985,0,1,1,0,0
3163,173,20,3,38,381,10,1992,1,1992,0,1,2,0,0
9056,305,1,9,5,54,4,1993,1,1966,1,1,1,1,0
1045,34,7,1,21,211,7,1993,0,1979,1,1,1,1,0
4114,9,3,4,46,461,8,1993,0,1987,0,1,1,0,0
9205,193,9,9,5,51,8,1993,0,1982,0,1,1,0,0
2125,159,20,2,32,322,8,1993,1,1978,1,1,1,1,0
9187,199,5,9,47,472,8,1993,1,1980,1,0,1,1,0
6153,74,11,6,22,221,9,1993,1,1988,0,1,1,0,0
3172,44,4,3,30,301,9,1993,1,1992,3,1,1,0,0
2149,294,1,2,32,321,7,1993,0,1986,0,1,1,0,0
7100,55,18,7,13,131,7,1993,1,1984,0,1,1,0,0
6154,65,4,6,35,352,7,1993,0,1992,0,0,1,0,0
3154,236,1,3,38,382,8,1993,1,1990,0,1,1,0,0
3154,236,1,3,38,382,9,1993,1,1990,0,1,1,0,0
88046,230,10,88,55,551,9,1993,1,1978,1,1,1,1,0
6109,168,1,6,17,172,10,1993,1,1977,1,1,1,1,0
6145,65,4,6,35,352,6,1993,1,1988,0,1,1,0,0
6107,65,4,6,35,352,7,1993,0,1980,1,1,1,1,0
2156,186,2,2,32,324,4,1993,1,1987,0,1,1,0,0
2156,186,2,2,32,324,10,1993,0,1987,0,1,1,0,0
88031,230,10,88,55,551,11,1993,0,1968,1,1,1,1,0
7095,93,1,7,14,141,11,1993,1,1981,0,1,1,0,0
4019,180,1,4,33,331,11,1992,1,1970,0,1,1,0,0
88054,230,10,88,55,551,12,1993,0,1987,0,1,1,0,0
9192,192,6,9,5,52,11,1993,1,1984,0,1,1,0,0
9187,199,5,9,47,472,10,1993,1,1980,1,0,1,1,0
10060,72,7,10,6,61,12,1993,1,1978,1,1,1,1,0
10061,234,2,10,16,161,12,1993,1,1980,1,1,1,1,0
1060,34,11,1,21,211,12,1993,0,1985,0,1,1,0,0
6153,74,10,6,22,221,12,1993,0,1988,0,1,1,0,0
6154,65,4,6,35,352,10,1993,1,1992,0,0,1,0,0
9170,193,10,9,5,51,12,1993,1,1980,1,1,2,1,0
2154,159,17,2,32,322,12,1993,0,1988,0,1,1,0,0
7106,105,2,7,14,141,2,1994,0,1988,0,1,3,0,1
10080,119,3,10,16,161,2,1994,1,1989,0,1,1,0,1
4091,52,1,4,46,462,2,1994,0,1980,1,1,1,1,1
5226,157,7,5,18,181,1,1994,1,1982,0,1,1,0,1
7086,113,3,7,14,142,2,1994,0,1984,0,0,1,0,1
11030,218,5,11,9,92,2,1994,0,1982,0,0,1,0,1
3159,152,8,3,30,301,3,1994,1,1991,0,1,1,0,1
6138,65,4,6,35,352,3,1994,0,1986,0,1,1,0,1
9214,216,1,9,47,472,9,1993,0,1986,0,1,1,0,0
7048,142,6,7,49,491,3,1994,0,1965,1,1,1,1,1
5245,114,3,5,24,242,3,1994,1,1985,0,1,2,0,1
6143,296,3,6,22,222,3,1994,0,1987,0,1,1,0,1
7074,55,18,7,13,131,4,1994,1,1979,1,1,1,1,1
4100,161,4,4,46,461,4,1994,1,1982,0,1,1,0,1
88048,230,10,88,55,551,3,1994,1,1977,1,1,1,1,1
10060,72,6,10,6,61,4,1994,1,1978,1,1,1,1,1
9232,177,5,9,37,371,3,1994,1,1987,0,1,1,0,1
2033,40,2,2,32,324,3,1994,0,1967,1,1,1,1,1
88055,230,13,88,55,551,5,1994,1,1985,0,1,1,0,1
2127,246,1,2,32,321,5,1994,1,1979,1,1,1,1,1
10060,72,6,10,6,61,5,1994,0,1978,1,1,1,1,1
1030,178,3,1,39,391,6,1994,1,1966,1,1,1,1,1
2134,155,1,2,7,71,2,1994,0,1983,0,1,1,0,1
2011,270,1,2,32,322,5,1994,0,1971,0,1,1,0,1
11029,141,9,11,9,93,6,1994,1,1970,1,1,1,0,1
3111,152,8,3,30,301,6,1994,1,1980,1,1,1,1,1
3159,152,8,3,30,301,5,1994,1,1991,0,1,1,0,1
8103,214,3,8,23,231,3,1993,1,1981,0,1,1,0,0
9227,131,23,9,5,54,4,1994,1,1985,0,1,1,0,1
4132,101,2,4,33,332,7,1994,1,1991,0,1,1,0,1
7099,207,1,7,13,133,7,1994,1,1985,0,1,1,0,1
3154,236,1,3,38,382,6,1994,1,1990,0,1,1,0,1
4079,169,2,4,48,482,7,1994,1,1975,0,1,1,0,1
11039,135,2,11,10,102,7,1994,1,1972,0,1,1,0,1
10068,234,1,10,16,161,7,1994,0,1981,0,1,1,0,1
4084,180,1,4,33,331,8,1994,1,1980,1,1,1,1,1
6143,296,3,6,22,222,8,1994,0,1987,0,1,1,0,1
88033,230,15,88,55,551,5,1994,1,1971,0,1,1,0,1
2113,40,2,2,32,324,8,1994,0,1975,0,1,1,0,1
7122,172,2,7,13,133,8,1994,0,1991,0,1,2,0,1
9170,193,7,9,5,51,7,1994,1,1980,1,1,2,1,1
3115,152,8,3,30,301,6,1994,0,1979,1,1,1,1,1
2111,159,25,2,32,322,9,1994,1,1976,1,1,1,0,1
10064,72,6,10,6,61,8,1994,1,1979,1,0,1,1,1
1030,178,4,1,39,391,9,1994,1,1966,1,1,1,1,1
8110,213,7,8,25,251,8,1994,0,1985,0,1,1,0,1
88051,231,1,88,55,551,6,1994,0,1982,0,1,1,0,1
10079,72,6,10,6,61,9,1994,0,1990,0,1,1,0,1
88031,230,15,88,55,551,10,1994,0,1968,1,1,1,1,1
1044,66,3,1,29,291,8,1994,1,1979,1,1,1,1,1
5230,26,2,5,43,433,9,1994,1,1985,0,1,1,0,1
5252,252,1,5,43,432,9,1994,1,1990,0,1,1,0,1
6118,151,4,6,42,422,10,1994,0,1978,1,1,1,1,1
11082,141,9,11,9,93,8,1994,1,1992,0,1,1,0,1
3163,173,21,3,38,381,9,1994,1,1992,0,1,2,0,1
3163,173,21,3,38,381,9,1994,1,1992,0,1,2,0,1
4092,63,3,4,40,403,9,1994,1,1979,1,1,2,1,1
6109,168,1,6,17,172,7,1991,0,1977,1,1,1,1,0
7079,136,2,7,49,492,9,1994,1,1979,1,0,1,1,1
9170,193,7,9,5,51,1,1994,1,1980,1,1,2,1,1
9165,177,5,9,37,371,10,1994,1,1980,1,0,1,1,1
88012,230,15,88,55,551,8,1994,1,1968,1,1,1,1,1
2127,246,2,2,32,321,10,1994,1,1979,1,1,1,1,1
3163,173,21,3,38,381,11,1994,0,1992,0,1,2,0,1
1034,34,11,1,21,211,11,1994,1,1972,0,1,1,0,1
3119,106,1,3,38,382,6,1994,1,1979,1,0,1,1,1
6125,221,2,6,35,351,3,1994,1,1982,0,1,1,0,1
6125,221,2,6,35,351,3,1994,1,1982,0,1,1,0,1
11014,15,8,11,10,101,9,1994,0,1979,1,0,1,1,1
3163,173,21,3,38,381,9,1994,0,1992,0,1,2,0,1
2149,294,1,2,32,321,10,1994,1,1986,0,1,1,0,1
5230,26,2,5,43,433,11,1994,1,1985,0,1,1,0,1
9264,206,3,9,47,471,10,1994,1,1991,0,1,1,0,1
6143,296,3,6,22,222,9,1994,0,1987,0,1,1,0,1
10057,72,5,10,6,61,12,1994,0,1979,1,1,1,1,1
88057,230,15,88,55,551,12,1994,1,1994,1,1,1,1,1
9228,199,5,9,47,472,8,1994,0,1987,1,1,1,0,1
9228,199,5,9,47,472,12,1994,0,1987,1,1,1,0,1
6088,74,13,6,22,221,4,1995,0,1970,0,1,1,0,1
9250,177,4,9,37,371,3,1995,0,1990,0,1,1,0,1
6160,296,1,6,22,222,3,1995,0,1992,0,1,1,0,1
9056,305,1,9,5,54,4,1995,0,1966,1,1,1,1,1
9176,224,3,9,3,31,10,1994,1,1980,1,1,3,1,1
10060,72,5,10,6,61,5,1995,0,1978,1,1,1,1,1
3138,152,8,3,30,301,3,1995,0,1986,1,1,1,0,1
6149,25,4,6,22,221,12,1994,0,1990,0,1,1,0,1
3154,236,1,3,38,382,3,1995,1,1990,0,1,1,0,1
3119,106,1,3,38,382,1,1995,1,1979,1,0,1,1,1
5244,26,3,5,43,433,5,1995,1,1988,0,1,1,0,1
6170,59,7,6,35,351,2,1995,1,1994,1,0,1,1,1
10073,54,2,10,50,501,4,1995,1,1986,0,1,1,0,1
10073,54,2,10,50,501,4,1995,1,1986,0,1,1,0,1
2153,40,2,2,32,324,5,1995,1,1988,0,1,1,0,1
2160,244,1,2,32,323,3,1995,1,1989,1,1,1,0,1
9176,224,3,9,3,31,5,1995,1,1980,1,1,3,1,1
9176,224,3,9,3,31,4,1995,0,1980,1,1,3,1,1
6113,71,1,6,35,352,5,1995,1,1980,1,1,1,1,1
11038,15,9,11,10,101,8,1994,0,1970,0,1,1,0,1
11038,15,9,11,10,101,5,1995,0,1970,0,1,1,0,1
4111,103,3,4,40,403,4,1995,1,1986,1,1,1,0,1
9252,110,3,9,11,111,5,1995,1,1988,0,1,1,0,1
2183,159,25,2,32,322,6,1995,0,1994,1,1,2,1,1
6120,251,2,6,35,351,2,1995,0,1982,0,1,1,0,1
2183,159,25,2,32,322,1,1995,1,1994,1,1,2,1,1
2183,159,25,2,32,322,4,1995,0,1994,1,1,2,1,1
2011,270,1,2,32,322,7,1995,1,1971,0,1,1,0,1
4115,297,1,4,33,331,6,1995,0,1988,0,1,1,0,1
88050,230,13,88,55,551,7,1995,1,1983,0,1,1,0,1
3179,198,2,3,38,382,6,1995,1,1994,1,1,1,1,1
10085,7,3,10,31,311,7,1995,0,1992,0,1,1,0,1
11073,148,3,11,1,12,7,1995,1,1991,0,1,1,0,1
9163,174,4,9,3,31,5,1995,1,1980,1,1,3,1,1
10075,190,5,10,44,441,6,1995,1,1985,0,1,1,0,1
4062,185,1,4,46,462,6,1995,0,1972,0,1,1,0,1
5072,226,2,5,43,433,6,1995,1,1968,1,1,1,1,1
8131,203,1,8,41,411,4,1995,1,1993,1,1,1,1,1
10082,72,6,10,6,61,7,1995,1,1988,0,1,1,0,1
6137,74,13,6,22,221,8,1995,0,1986,0,1,1,0,1
7079,136,2,7,49,492,8,1995,1,1979,1,0,1,1,1
11076,171,2,11,9,91,8,1995,1,1991,1,1,1,0,1
9252,110,2,9,11,111,3,1995,0,1988,0,1,1,0,1
5275,147,1,5,18,183,5,1995,1,1994,1,1,1,1,1
10075,190,4,10,44,441,7,1995,0,1985,0,1,1,0,1
5244,26,3,5,43,433,9,1995,1,1988,0,1,1,0,1
88057,230,13,88,55,551,9,1995,1,1994,1,1,1,1,1
9265,95,2,9,5,53,8,1995,1,1991,0,1,1,0,1
9236,193,9,9,5,51,2,1995,1,1988,0,0,1,0,1
9167,98,1,9,26,261,6,1995,1,1979,1,1,1,1,1
9235,125,2,9,28,281,8,1995,0,1987,3,1,1,0,1
2187,244,12,2,32,323,11,1995,1,1994,0,0,1,1,1
3130,236,4,3,8,81,10,1995,1,1984,0,1,1,0,1
3119,106,1,3,38,382,8,1995,0,1979,1,0,1,1,1
5252,252,1,5,43,432,11,1995,0,1990,0,1,1,0,1
2112,270,1,2,32,322,11,1995,0,1973,0,1,1,0,1
3151,173,21,3,38,381,12,1995,0,1988,0,1,1,0,1
6147,285,1,6,17,171,11,1995,0,1990,0,1,1,0,1
9252,110,3,9,11,111,9,1991,0,1988,0,1,1,0,0
10060,72,6,10,6,61,11,1995,1,1978,1,1,1,1,1
2128,37,11,2,32,323,12,1995,1,1977,1,1,1,1,1
2011,270,2,2,32,322,3,1995,1,1971,0,1,1,0,1
2148,159,25,2,32,322,12,1995,0,1984,0,1,1,0,1
9176,224,3,9,3,31,11,1995,1,1980,1,1,3,1,1
9224,192,6,9,5,52,6,1995,1,1985,0,1,1,0,1
6106,97,3,6,22,222,5,1994,0,1979,1,1,1,1,1
9222,292,1,9,29,291,12,1995,0,1985,0,1,1,0,1
7123,55,20,7,13,131,1,1996,1,1994,1,0,1,1,1
9165,177,3,9,37,371,2,1996,1,1980,1,0,1,1,1
88054,230,12,88,55,551,1,1996,1,1987,0,1,1,0,1
9182,206,3,9,47,471,12,1995,1,1980,1,1,1,1,1
11038,15,9,11,10,101,8,1995,0,1970,0,1,1,0,1
4079,169,2,4,48,482,1,1996,1,1975,0,1,1,0,1
88033,230,12,88,55,551,2,1996,0,1971,0,1,1,0,1
88055,230,12,88,55,551,3,1996,1,1985,0,1,1,0,1
1055,195,1,1,51,511,2,1996,1,1982,0,1,3,0,1
2011,270,2,2,32,322,3,1996,0,1971,0,1,1,0,1
2026,35,1,2,45,451,12,1995,1,1995,1,1,1,1,1
2026,35,1,2,45,451,2,1996,0,1995,1,1,1,1,1
1039,178,3,1,39,391,3,1996,1,1982,0,1,1,0,1
5252,252,1,5,43,432,2,1996,0,1990,0,1,1,0,1
9248,33,2,9,12,121,12,1995,0,1989,0,1,1,0,1
88050,230,12,88,55,551,3,1996,0,1983,0,1,1,0,1
2193,308,1,2,32,323,3,1996,1,1991,0,1,1,0,1
9237,199,5,9,47,472,4,1996,0,1988,0,1,1,0,1
9219,193,7,9,5,51,9,1994,0,1986,1,1,1,0,1
88054,230,12,88,55,551,4,1995,1,1987,0,1,1,0,1
88033,230,12,88,55,551,3,1996,1,1971,0,1,1,0,1
88033,230,12,88,55,551,4,1996,0,1971,0,1,1,0,1
11036,253,1,11,10,101,4,1996,0,1977,1,1,1,1,1
88060,230,12,88,55,551,3,1996,1,1994,1,1,3,1,1
2114,159,25,2,32,322,4,1996,0,1976,0,1,1,0,1
3138,152,8,3,30,301,4,1996,1,1986,1,1,1,0,1
6076,59,7,6,35,351,1,1996,1,1966,1,1,1,1,1
6076,59,7,6,35,351,2,1996,0,1966,1,1,1,1,1
9233,183,2,9,28,281,2,1996,0,1984,0,1,1,0,1
11074,115,2,11,9,92,2,1996,1,1991,0,1,1,0,1
7122,172,2,7,13,133,4,1996,1,1991,0,1,2,0,1
8102,213,7,8,25,253,5,1996,0,1983,0,1,1,0,1
2177,159,25,2,32,322,4,1996,1,1994,1,1,4,1,1
2136,159,25,2,32,322,5,1996,0,1983,0,1,1,0,1
6113,71,1,6,35,352,3,1996,1,1980,1,1,1,1,1
9089,174,5,9,3,31,5,1995,1,1964,1,1,1,1,1
9089,174,5,9,3,31,5,1995,1,1964,1,1,1,1,1
88058,230,12,88,55,551,4,1996,1,1994,1,0,1,1,1
1030,178,3,1,39,391,5,1996,0,1966,1,1,1,1,1
3163,173,20,3,38,381,4,1996,1,1992,0,1,2,0,1
3163,173,20,3,38,381,5,1996,1,1992,0,1,2,0,1
9272,183,2,9,28,281,5,1996,1,1993,1,1,1,1,1
10031,190,5,10,44,441,5,1996,0,1995,1,0,1,1,1
1043,34,12,1,21,211,4,1996,1,1979,1,1,1,1,1
4113,184,2,4,46,461,6,1995,1,1986,3,1,2,0,1
5276,157,10,5,18,181,5,1996,1,1994,1,1,1,1,1
9160,224,2,9,3,31,9,1994,1,1979,0,1,1,1,1
9160,224,2,9,3,31,2,1996,1,1979,0,1,1,1,1
11088,141,10,11,9,93,9,1995,1,1993,1,1,2,1,1
11022,146,3,11,1,13,5,1996,0,1971,0,1,1,0,1
7118,113,4,7,14,142,5,1996,0,1994,1,1,1,1,1
5272,26,3,5,43,433,4,1996,1,1995,1,1,1,1,1
3138,152,9,3,30,301,4,1996,0,1986,1,1,1,0,1
9186,33,2,9,12,121,1,1996,0,1995,1,1,1,1,1
3119,106,1,3,38,382,7,1996,1,1979,1,0,1,1,1
5204,1,2,5,24,241,6,1996,1,1980,1,1,1,1,1
6088,74,13,6,22,221,6,1996,0,1970,0,1,1,0,1
9001,216,2,9,47,472,6,1996,1,1994,1,1,2,1,1
3005,173,19,3,38,381,4,1996,1,1972,0,1,1,0,1
9193,224,3,9,3,31,3,1996,0,1984,0,1,1,0,1
88051,230,12,88,55,551,8,1996,1,1982,0,1,1,0,1
5165,157,10,5,18,181,2,1996,1,1995,1,1,1,1,1
11089,15,9,11,10,101,5,1996,1,1994,1,1,1,1,1
8110,213,7,8,25,251,8,1996,1,1985,0,1,1,0,1
10082,72,6,10,6,61,8,1996,1,1988,0,1,1,0,1
2183,159,25,2,32,322,7,1996,1,1994,1,1,2,1,1
2183,159,25,2,32,322,7,1996,1,1994,1,1,2,1,1
2183,159,25,2,32,322,7,1996,0,1994,1,1,2,1,1
2183,159,25,2,32,322,7,1996,1,1994,1,1,2,1,1
2183,159,25,2,32,322,7,1996,1,1994,1,1,2,1,1
9187,199,5,9,47,472,6,1996,1,1980,1,0,1,1,1
10031,190,5,10,44,441,8,1996,0,1995,1,0,1,1,1
11072,146,2,11,1,13,8,1996,0,1988,0,1,1,0,1
88058,230,12,88,55,551,8,1996,1,1994,1,0,1,1,1
6161,97,3,6,22,222,5,1996,0,1992,0,1,1,0,1
7016,27,1,7,13,133,8,1996,1,1970,0,1,1,0,1
9252,110,2,9,11,111,7,1996,1,1988,0,1,1,0,1
4141,161,3,4,46,461,9,1996,1,1993,1,1,1,1,1
4142,21,3,4,20,201,9,1996,1,1993,1,1,1,1,1
88055,230,12,88,55,551,9,1996,1,1985,0,1,1,0,1
6143,296,3,6,22,222,4,1996,1,1987,0,1,1,0,1
11072,146,2,11,1,13,8,1996,1,1988,0,1,1,0,1
88057,230,12,88,55,551,9,1996,0,1994,1,1,1,1,1
88058,230,12,88,55,551,5,1996,0,1994,1,0,1,1,1
88055,230,12,88,55,551,9,1996,1,1985,0,1,1,0,1
5262,157,11,5,18,181,9,1996,1,1994,1,0,1,1,1
11047,15,8,11,10,101,3,1996,1,1979,1,1,1,1,1
1059,34,12,1,21,211,9,1996,1,1986,0,1,1,0,1
3140,223,4,3,30,301,9,1996,1,1985,1,1,3,0,1
6088,74,12,6,22,221,10,1996,0,1970,0,1,1,0,1
9273,177,3,9,37,371,9,1996,1,1994,1,1,2,1,1
10075,190,5,10,44,441,6,1996,1,1985,0,1,1,0,1
88059,230,12,88,55,551,10,1996,1,1994,1,1,1,1,1
88059,230,12,88,55,551,10,1996,1,1994,1,1,1,1,1
88055,230,12,88,55,551,10,1996,1,1985,0,1,1,0,1
88033,230,12,88,55,551,10,1996,1,1971,0,1,1,0,1
3128,173,19,3,38,381,10,1996,0,1983,0,1,1,0,1
88060,230,12,88,55,551,10,1996,0,1994,1,1,3,1,1
3108,237,4,3,8,81,11,1996,1,1974,0,1,1,0,1
9192,192,6,9,5,52,11,1996,1,1984,0,1,1,0,1
9219,193,3,9,5,51,11,1996,1,1986,1,1,1,0,1
10062,119,7,10,16,161,11,1996,1,1979,1,1,1,1,1
9151,131,21,9,5,54,10,1996,0,1995,1,0,3,1,1
88047,230,12,88,55,551,5,1996,1,1980,3,0,2,1,1
9043,311,1,9,37,371,3,1996,0,1991,0,1,1,0,1
9194,199,5,9,47,472,11,1996,1,1981,0,1,1,0,1
9198,189,4,9,5,53,7,1996,0,1984,0,1,3,0,1
6143,296,3,6,22,222,10,1995,0,1987,0,1,1,0,1
7088,55,19,7,13,131,5,1996,1,1982,0,1,1,0,1
88060,230,12,88,55,551,12,1996,1,1994,1,1,3,1,1
88061,230,12,88,55,551,1,1997,1,1982,0,1,1,0,1
